"","TCGA-A5-A0G3","TCGA-A5-A0G5","TCGA-A5-A0G9","TCGA-A5-A0GA","TCGA-A5-A0GB","TCGA-A5-A0GD","TCGA-A5-A0GE","TCGA-A5-A0GH","TCGA-A5-A0GI","TCGA-A5-A0GJ","TCGA-A5-A0GM","TCGA-A5-A0GN","TCGA-A5-A0GQ","TCGA-A5-A0GU","TCGA-A5-A0GV","TCGA-A5-A0GW","TCGA-A5-A0GX","TCGA-A5-A0R6","TCGA-A5-A0R7","TCGA-A5-A0R8","TCGA-A5-A0R9","TCGA-A5-A0RA","TCGA-A5-A0VO","TCGA-A5-A0VQ","TCGA-AP-A052","TCGA-AP-A053","TCGA-AP-A05A","TCGA-AP-A05D","TCGA-AP-A05H","TCGA-AP-A05J","TCGA-AP-A05N","TCGA-AP-A05P","TCGA-AP-A0LD","TCGA-AP-A0LE","TCGA-AP-A0LF","TCGA-AP-A0LG","TCGA-AP-A0LH","TCGA-AP-A0LI","TCGA-AP-A0LJ","TCGA-AP-A0LL","TCGA-AP-A0LN","TCGA-AP-A0LP","TCGA-AP-A0LT","TCGA-AP-A0LV","TCGA-AX-A05S","TCGA-AX-A05T","TCGA-AX-A05U","TCGA-AX-A05Y","TCGA-AX-A060","TCGA-AX-A062","TCGA-AX-A063","TCGA-AX-A064","TCGA-AX-A06B","TCGA-AX-A06L","TCGA-AX-A0IS","TCGA-AX-A0IW","TCGA-B5-A0JN","TCGA-B5-A0JT","TCGA-B5-A0JZ","TCGA-B5-A0K0","TCGA-B5-A0K1","TCGA-B5-A0K2","TCGA-B5-A0K3","TCGA-B5-A0K4","TCGA-B5-A0K7","TCGA-B5-A0K9","TCGA-B5-A11F","TCGA-B5-A11G","TCGA-B5-A11I","TCGA-B5-A11Q","TCGA-B5-A11S","TCGA-B5-A11U","TCGA-B5-A11V","TCGA-B5-A11W","TCGA-B5-A11X","TCGA-B5-A11Z","TCGA-B5-A121","TCGA-BG-A0LW","TCGA-BG-A0LX","TCGA-BG-A0M0","TCGA-BG-A0M2","TCGA-BG-A0M3","TCGA-BG-A0M4","TCGA-BG-A0M6","TCGA-BG-A0M7","TCGA-BG-A0M8","TCGA-BG-A0M9","TCGA-BG-A0MC","TCGA-BG-A0MG","TCGA-BG-A0MS","TCGA-BG-A0MT","TCGA-BG-A0MU","TCGA-BG-A0RY","TCGA-BG-A0VT","TCGA-BG-A0VV","TCGA-BG-A0W1","TCGA-BG-A0YU","TCGA-BG-A0YV","TCGA-BG-A186","TCGA-BG-A187","TCGA-BG-A18A","TCGA-BG-A18B","TCGA-BG-A18C","TCGA-BK-A0C9","TCGA-BK-A0CB","TCGA-BK-A139","TCGA-BK-A13C","TCGA-BS-A0T9","TCGA-BS-A0TA","TCGA-BS-A0TD","TCGA-BS-A0TG","TCGA-BS-A0TI","TCGA-BS-A0TJ","TCGA-BS-A0U7","TCGA-BS-A0U8","TCGA-BS-A0U9","TCGA-BS-A0UJ","TCGA-BS-A0V7","TCGA-D1-A0ZP","TCGA-D1-A0ZR","TCGA-D1-A0ZU","TCGA-D1-A0ZZ","TCGA-D1-A101","TCGA-D1-A102","TCGA-D1-A15V","TCGA-D1-A15W","TCGA-D1-A15X","TCGA-D1-A15Z","TCGA-D1-A160","TCGA-D1-A161","TCGA-D1-A163","TCGA-D1-A165","TCGA-D1-A168","TCGA-D1-A169","TCGA-D1-A16B","TCGA-D1-A16D","TCGA-D1-A16E","TCGA-D1-A16F","TCGA-D1-A16G","TCGA-D1-A16I","TCGA-D1-A16J","TCGA-D1-A16N","TCGA-D1-A16O","TCGA-D1-A16Q","TCGA-D1-A16R","TCGA-D1-A16S","TCGA-D1-A176","TCGA-D1-A177","TCGA-D1-A17B","TCGA-D1-A17C","TCGA-D1-A17D","TCGA-D1-A17F","TCGA-D1-A17H","TCGA-D1-A17K","TCGA-D1-A17L","TCGA-D1-A17M","TCGA-D1-A17N","TCGA-D1-A17R","TCGA-D1-A17S","TCGA-D1-A17T","TCGA-D1-A17U","TCGA-DI-A0WH"
"YBX1",-0.9338707305,-1.20647143875,-0.97057588925,-0.307354389,-0.4971325625,-0.6187406235,-1.04806094875,-0.7071686515,-0.953037058,-0.87640983075,-0.88981692625,-0.96830424875,-1.31590039675,-1.13321523825,-1.05381696875,-1.096812935,-1.03474654425,-0.885113941,-0.98471651675,-1.15178780725,-1.26903064125,-1.45220289675,-0.7709136,-1.0474249115,-0.28811001675,-0.9507041645,-1.14388955425,-1.45801216825,-1.15767845525,-1.408361021,-1.12572781175,-1.246629178,-0.70989846375,-0.5593301105,-0.85296851675,-1.08772314625,-1.2520106775,-1.36767511825,-1.650855536,-1.32786284575,-1.6624633815,-0.8730491245,-0.04277466525,-1.42849841125,-0.8783993425,-1.33467309375,-1.12468765725,-0.814577833,-0.7438864755,-1.33511362625,-0.786125402,-0.8345323725,-1.1834664515,-1.1183843155,-0.96096092725,-0.903129198,-1.0700208115,-0.89572086375,-1.03539405575,-1.15134898825,-0.8393845175,-1.128316389,-0.38596961625,-1.37876699475,-1.066058161,-0.88044903375,-1.04300015275,-1.3774385075,-1.66176482975,-1.2143044975,-1.18193614325,-1.1469003855,-1.246124977,-0.5535392135,-0.73724828575,-1.014188982,-1.1348807425,-1.07070871825,-1.46857011475,-1.33255278575,-1.169089318,-0.9150299,-0.84044387975,-0.9558604555,-0.95190797325,-0.97241410275,-0.65208567925,-0.52887880575,-0.68221107025,-0.8807398485,-1.16372029075,-1.08967554825,-1.07147770625,-0.994846192,-1.19278341725,-1.094544971,-1.02095227575,-0.8554993,-0.82573421925,-1.25540758775,-1.1004420235,-0.47812727175,-0.627335193,-0.7880148085,-1.17294440925,-1.0341126105,-1.02883426825,-1.40130404175,-0.971967279,-0.87314427675,-1.3761465155,-1.073788103,-0.7550973415,-0.73050126575,-0.51374131375,-1.44512326325,-1.24336376025,-1.293402379,-1.1563437225,-0.8661200235,-1.03345557275,-0.94071445975,-1.214883095,-0.82770645775,-1.109798505,-0.2306458315,-0.43237415825,-1.065858468,-0.37582191,-0.94559344825,-0.53872633125,-1.2987951325,-0.7446519805,-0.9356669165,-1.180581536,-0.4345725175,-0.68897292825,-0.2099445015,-0.9748166475,-1.385314252,-1.00608836575,-0.73765933675,-0.6983455605,-1.13508263575,-1.269525216,-1.145535462,-0.80294613725,-0.90768906875,-1.741444926,-0.92642918575,-0.98115364375,-0.7195595345,-0.6304961025,-1.41422095175,-0.87520323175,-0.58808707475,-1.47827424425,-0.79040135125,-1.1524228615,-1.10724925925,-0.57319125825,-1.527517024
"YWHAE",-0.8151772325,-0.92232183825,-0.67589446325,-0.9610251635,-0.7864661275,-0.735607421,-0.11424104725,-0.738692939,-0.685843428,-0.85821472575,-0.66147502075,-0.73685094375,-0.0348740922500002,-0.54844032925,-0.61223660275,-0.612380422,-0.82139823725,-0.974834667,-0.71662825725,-0.40019486575,-0.57241406325,-0.61852376825,-0.8367398285,-0.654916968,-0.80082240875,-0.998111295,-0.64475425525,-0.66599706625,-0.85275139925,-0.2977402975,-0.58329976075,-0.5522189725,-0.79358473475,-0.6645281945,-0.39410200575,-0.63075109125,-0.839839235,-0.52309086125,-0.6254172315,-0.77566072125,-0.597273193,-0.6091449675,-0.68652449525,-0.62301272375,-0.776190182,-0.79223368575,-0.65359984375,-0.909923807,-0.8183799855,-0.47949479925,-0.9607343365,-0.4627827185,-0.7349662375,-0.549748628,-0.71150920125,-0.805416901,-0.7981286645,-0.79865527725,-0.82080271575,-0.58104198175,-0.7806321225,-0.438809319,-0.71565693475,-0.33193217425,-0.4304969225,-0.61376470325,-0.73029193675,-0.561517941,-0.55391458925,-0.49854118,-0.67749795425,-0.5897828715,-0.6905490435,-0.574931357,-0.67541369125,-0.699662531,-0.67502815,-0.60421230375,-0.70235335725,-0.39480259425,-0.4349379745,-0.6830671535,-0.70492392825,-0.8758967655,-0.79347728925,-0.55005007125,-0.77100294725,-0.71721188075,-0.47461254925,-0.744410039,-0.68176140625,-0.89215269125,-0.67511770475,-0.7289545525,-0.57036972425,-0.8312383925,-0.78280207225,-0.722368208,-0.82633777375,-0.79245058525,-0.785130966,-0.91447974125,-0.6258131685,-0.7417914965,-0.63708757325,-0.5606735555,-0.61686676825,-0.59264174375,-0.707782087,-0.94862221975,-0.604823564,-0.9077815295,-0.7880738395,-0.77933724925,-0.73268094425,-0.65734046675,-0.63549752525,-0.605070864,-0.879764739,-0.4146907535,-0.85226726825,-0.84721240525,-0.2253287125,-0.86985743825,-0.6891374145,-0.662653536,-0.53726716625,-0.6676120225,-0.7637705035,-0.73318765175,-0.65386432225,-0.7001457835,-0.78760407,-0.8532743255,-0.685363277,-0.540577992,-0.44484872625,-0.3987250455,-0.1477287975,-0.568299491,-0.39465790125,-0.92903440225,-0.690568499,-0.36819372725,-0.7829757015,-0.807394325,-0.67531496225,-0.59860861475,0.290075351,-0.60768696875,-0.33163149475,-0.760740287,-0.761632171,-0.51887917475,-0.65312221925,-0.81525413325,-0.22439286925,-0.67435597325,-0.364108474,-0.49452516125,-0.71774702925,-0.44378092
"EIF4EBP1",-0.4032107895,-0.205691963,-0.4618161855,-0.00282332674999999,-0.27777860775,-0.4307299645,-0.164077796,-0.50380203825,-0.52430324725,-0.42472797725,-0.213051976,-0.49328781275,-0.386889585,-0.774349128,-0.27052926375,-0.44884485475,-0.57448219125,-0.55957075,-0.24733937225,-0.724738117,-0.62994741825,-0.907081361,-0.624877186,-0.6095960945,0.0179980005,-0.23163610625,-0.45602539175,-0.5251446305,-0.1628942265,-0.4342309155,-0.88521736625,-1.11068690375,-0.18812722225,-0.6284225655,-0.08470871775,-1.01232686025,-0.6452552165,-0.33416237375,-0.84308236025,-0.5547197395,-1.105445101,-0.57825728425,-0.40622764625,-0.655087289,-0.29669278575,-0.6453384155,-0.80410801625,-0.07380849075,-0.0201579765,-0.90986304675,-0.44159528375,-0.24987723175,-0.3230267835,-0.46932846025,-0.375955321,-0.024711872,-0.3571754295,-0.4594134205,-0.752818659,-0.90767895225,-0.406769126,-0.62972343825,-0.194767247,-0.96287747275,-0.49913595975,-0.581036576,-0.6664008325,-0.43415417125,-0.96577664875,-0.629639435,-0.648314389,-0.68372611875,-0.50096359,-0.59646746325,-0.25039629725,-0.39235673675,-0.5896971755,-0.64018600025,-0.8553178595,-0.66481540075,-0.50841095475,-0.7939529955,-0.32901272625,-0.564437954,-0.50777944175,-0.28664887425,-0.51256109975,-0.7296300385,-0.55355846375,-0.367462907,-0.6644663605,-0.42684348775,-0.63714490325,-0.5760413775,-0.66146270475,-0.6892098865,-0.47543201275,-0.6166558805,-0.70533905375,-0.65581737075,-0.710473722,-0.31427683475,-0.46013057,-0.2221226715,-0.73348128675,-0.021456403,-0.79563444325,-0.7921871685,-0.41478555225,-0.53518875225,-0.41117783725,-0.05245381225,-0.765804393,-0.441392097,-0.566658745,-0.37799604525,-0.81226086,-0.977551073,-0.46983300875,-0.58821094675,-0.291180566,-0.53926375525,-0.6589281035,-0.370582977,-0.56008617075,-0.3384149275,0.1194988275,-0.47630449875,-0.55604560575,-0.38419994275,-0.73010097425,-0.96110069575,-0.32772059425,-0.57043163875,-0.6022938545,-0.5348816685,-0.51604854125,-0.0537787665,0.1009072555,-0.652747719,-0.474512117,-0.089975148,-0.467990716,-0.6707769715,-0.35509432975,-0.2325520235,-0.3653061455,-0.26318862925,-0.27930344925,-0.774706761,-0.75153084325,-0.38855389075,-0.3354317755,-1.011361095,-0.669413153,-0.4244943325,-0.721271801,-0.361909542,-0.51450827575,-0.54333788325,-0.47713641675,-0.97225827425
"TP53BP1",0.8906164765,0.46895592675,1.19478150475,0.4547082115,0.7632702665,1.002932263,-0.11875139225,1.039698446,1.436285618,0.18581084825,1.11686934525,0.91543074125,0.07192008075,1.32134907875,1.25714987125,0.739023744,0.93353692075,1.17363393,0.43975918475,0.77129522725,1.26254961775,1.07242079875,1.0225728325,0.50242176,0.58171847825,1.17210081,1.41489430675,1.47337623375,0.41888277175,0.5881068865,0.61576818725,1.1573229985,1.35727760425,1.0922063765,0.50910564825,0.31583412975,0.864251501,0.36596976675,1.0204995515,0.92936997375,1.200195093,1.1988882685,0.77514784875,1.10853328225,0.624699916,0.38411413625,0.89161569125,1.073303525,0.9050666655,-0.63485021825,0.9864851045,0.2027778845,0.6543524575,0.694544853,0.52307789875,1.074067217,1.1721789075,1.01787946875,1.43494022725,1.59769731525,1.5339734765,0.559119026,0.37750969125,0.12457726275,0.6790686415,-0.04477106525,1.42835510625,0.930331485,-0.98075819325,1.591848664,1.18608343475,1.1259936195,1.1570020525,1.359406989,1.42506610975,1.520019566,1.538401492,1.86785873225,0.79119936375,0.05933160175,0.3915600875,1.0905437575,0.98915341675,1.1273480395,1.06158579975,0.29824006075,1.38332333875,1.30394722825,0.48684500375,1.515463907,1.83006540175,1.08786575775,1.59359740325,1.0626978295,1.16344536475,1.6559249395,1.47205508575,1.895418814,1.08238133325,1.11592050075,1.350409659,1.54434133575,0.4646442765,0.9731535545,1.01417436775,-0.4050871975,1.29607353175,0.26570023225,0.715746522,1.01387466125,-0.065497875,0.4458088245,1.0229333555,0.72978344775,1.33051668775,0.29597850625,0.87613856275,0.338365561,0.657935086,0.5982318595,1.24709211175,0.66128995675,-0.5354921695,1.79497714275,0.5507825985,0.872648958,-0.87591208525,1.5133178905,0.9171678425,1.15432496025,-0.33622941725,0.7868724405,0.84284779,1.1728797795,0.617021368,0.069988719,-1.40469402325,0.5534030995,-0.8723672105,0.0321136169999996,-0.31049503525,0.15279488275,0.982658549,0.76027497075,1.0771230955,1.035696444,0.07264730175,-0.16410426975,-0.791202165,0.64623508125,1.19048840325,1.028231324,0.821735741,0.65602112225,1.53122029175,0.96760523675,-1.70709696425,0.83879169775,-0.711463044,-0.32969206525,0.98963079475,0.825132263
"ARAF",-1.0361032985,-1.69254220425,-1.62250129625,-1.1082864355,-1.4789676825,-1.339887768,-1.42816229025,-2.083705405,-1.619063289,-1.44226492475,-1.40849701675,-1.01381639575,-1.35897171125,-1.62231786525,-1.52233354175,-1.83091489,-1.62699912425,-1.623360904,-1.59720886825,-1.51444388275,-1.71484054925,-1.78738360725,-1.2689320855,-1.609088603,-1.36694040375,-1.670360346,-1.99373720325,-1.55124075425,-1.65568401525,-1.6954068575,-1.72835472375,-1.6837679275,-1.89943748075,-1.6335845205,-1.43598551975,-1.69649047925,-1.559155111,-1.19805370625,-1.7966748705,-1.45790386625,-1.72527746,-1.3427138365,-1.67554067325,-1.86554830575,-1.362432813,-1.59380407175,-1.78838302875,-1.17687998,-1.3666676585,-1.63804841525,-1.3514236885,-1.2071020305,-1.5996277905,-1.307537666,-1.78059881025,-1.648712078,-1.7419916605,-1.79175257825,-1.39638965075,-1.88561878275,-1.3245070525,-1.454337361,-1.56293399975,-1.34908456525,-1.5668087375,-1.32616619625,-1.51803029675,-1.597143513,-1.58305240025,-1.68237137,-1.76822152325,-1.7629202025,-1.7609834345,-1.642374442,-1.76048236825,-1.506229694,-1.76841332,-1.79600531475,-1.78874909225,-1.29889000825,-1.4756807895,-1.1446403895,-1.10721951425,-1.8459469525,-1.48065368325,-1.49054906625,-0.96266265525,-1.30163154675,-0.98730061925,-1.70061648,-1.64014624025,-1.40789626625,-2.04838736375,-1.5457430895,-1.30489047925,-1.3837038255,-1.82016862025,-1.522769112,-1.19435502375,-1.69044173625,-1.882868219,-1.18129754125,-1.6917450515,-1.0200007855,-1.45466553025,0.1833667005,-1.53178140625,-1.62975554575,-1.751470531,-1.47186864275,-1.664620126,-1.2821121965,-1.6879675355,-1.52645886425,-1.59752397625,-1.68043916275,-1.59502767725,-1.697512558,-1.846354626,-1.2586289125,-1.52984489425,-0.96322100925,-1.6080206115,-1.36473601125,-1.4960834235,-0.75888859,-0.96447987625,-1.8460425155,-1.0188591955,-1.53021826475,-1.51426444425,-1.8209776955,-1.651677574,-1.4985426775,-1.677282102,-0.791282796,-1.14884301925,-0.8907157905,-1.2121684035,-1.85290283,-1.31765974625,-1.51678225825,-1.28723626,-1.44127185725,-1.5188261575,-1.383049274,-1.49493701725,-1.53085684075,-1.147697904,-1.54159554675,-1.50608986575,-1.512870084,-1.269299915,-1.78815510375,-1.45658418225,-1.50139484725,-1.34459924325,-1.60488487025,-1.235100129,-1.49169433525,-1.54283087825,-1.759813021
"ACACA",1.0022693465,0.78591870675,0.36982459775,1.5994435975,1.5243387095,1.708765072,1.09010381275,1.725597257,0.910135119,0.02688432225,1.05139689325,0.26655744125,1.19738489575,0.67091605175,0.86148274925,1.441345359,0.21345388775,0.984300085,0.67788526675,1.18277147925,0.80121342475,0.31167668075,0.9350023365,0.686068256,0.70273761225,0.631898646,1.11296243275,0.58368562375,0.74109845175,0.3683568805,0.45105126325,-0.7684583935,1.18225905225,0.7050864545,0.35860709025,0.91570981175,1.211470147,0.11512629675,-0.5610960435,0.87172149575,-0.097559666,0.8193867475,1.40053508675,0.24846219825,0.548579967,0.99384929025,0.27841133925,1.260472734,0.6627600415,0.63830227375,0.5191693645,0.9484160385,0.5522892825,0.59581558,1.16152580975,0.278487981,2.3799136725,0.40290591675,1.59659474825,-0.14003063275,0.9207802715,-0.207631758,0.58341662525,0.15161759475,-0.0204086705000001,0.21345409575,0.73395440425,-0.055519374,0.00731634275000026,-0.474600822,0.66960485475,-0.0499452615000002,0.4605681935,0.46039892,1.17971042375,0.320898175,1.037488614,0.81414332425,1.18000959375,0.33646094575,0.5897883535,1.0030392295,0.99383637875,0.7453823115,1.51843143075,0.34417447275,1.03367812375,0.72137684225,1.50045780175,1.262443381,0.42910309475,0.90563349475,0.84337729925,0.2938721835,1.15471917175,1.5177196355,0.36875954775,1.010616377,1.17961632425,0.40860588975,0.90028799,1.37143644275,0.0148961035,1.1008818225,0.75253335575,0.9708113385,1.78588034175,1.31425137225,1.311928427,1.06492133525,0.146558442,2.0197222705,1.2586583875,1.71373822875,1.16382557975,0.42231341425,0.90414511475,0.686358447,0.696869927,1.0771623865,0.59866690375,0.07415203075,0.8530722445,1.07103966675,0.3681713505,0.490172696,0.96936287275,0.7219024215,1.6763522895,0.84186550725,0.84849157475,0.2081355235,1.327851632,0.9800655495,0.864921182,0.507127984,0.61152869475,0.5967869205,1.6507614475,0.0550237849999995,0.54732073875,1.41008710375,0.286692776,0.84528381375,0.5665225905,1.396664662,1.12209095675,1.95733144025,0.768951425,0.47898360525,0.63814926325,0.941427454,1.492877801,-0.83010443775,1.27297542775,1.19909725475,0.45180159075,0.35372837575,1.06378366,0.78600346575,0.78055713875,0.263807062
"ACACB",1.0022693465,0.78591870675,0.36982459775,1.5994435975,1.5243387095,1.708765072,1.09010381275,1.725597257,0.910135119,0.02688432225,1.05139689325,0.26655744125,1.19738489575,0.67091605175,0.86148274925,1.441345359,0.21345388775,0.984300085,0.67788526675,1.18277147925,0.80121342475,0.31167668075,0.9350023365,0.686068256,0.70273761225,0.631898646,1.11296243275,0.58368562375,0.74109845175,0.3683568805,0.45105126325,-0.7684583935,1.18225905225,0.7050864545,0.35860709025,0.91570981175,1.211470147,0.11512629675,-0.5610960435,0.87172149575,-0.097559666,0.8193867475,1.40053508675,0.24846219825,0.548579967,0.99384929025,0.27841133925,1.260472734,0.6627600415,0.63830227375,0.5191693645,0.9484160385,0.5522892825,0.59581558,1.16152580975,0.278487981,2.3799136725,0.40290591675,1.59659474825,-0.14003063275,0.9207802715,-0.207631758,0.58341662525,0.15161759475,-0.0204086705000001,0.21345409575,0.73395440425,-0.055519374,0.00731634275000026,-0.474600822,0.66960485475,-0.0499452615000002,0.4605681935,0.46039892,1.17971042375,0.320898175,1.037488614,0.81414332425,1.18000959375,0.33646094575,0.5897883535,1.0030392295,0.99383637875,0.7453823115,1.51843143075,0.34417447275,1.03367812375,0.72137684225,1.50045780175,1.262443381,0.42910309475,0.90563349475,0.84337729925,0.2938721835,1.15471917175,1.5177196355,0.36875954775,1.010616377,1.17961632425,0.40860588975,0.90028799,1.37143644275,0.0148961035,1.1008818225,0.75253335575,0.9708113385,1.78588034175,1.31425137225,1.311928427,1.06492133525,0.146558442,2.0197222705,1.2586583875,1.71373822875,1.16382557975,0.42231341425,0.90414511475,0.686358447,0.696869927,1.0771623865,0.59866690375,0.07415203075,0.8530722445,1.07103966675,0.3681713505,0.490172696,0.96936287275,0.7219024215,1.6763522895,0.84186550725,0.84849157475,0.2081355235,1.327851632,0.9800655495,0.864921182,0.507127984,0.61152869475,0.5967869205,1.6507614475,0.0550237849999995,0.54732073875,1.41008710375,0.286692776,0.84528381375,0.5665225905,1.396664662,1.12209095675,1.95733144025,0.768951425,0.47898360525,0.63814926325,0.941427454,1.492877801,-0.83010443775,1.27297542775,1.19909725475,0.45180159075,0.35372837575,1.06378366,0.78600346575,0.78055713875,0.263807062
"NCOA3",-0.0487518354999999,-0.82621825325,-1.23556237525,-0.2477800005,-0.6754957315,-0.915727274,-1.27661690225,-0.415967269,-0.842757545,-0.78533178175,-1.04268177675,-0.92065131775,-0.99732134825,-0.86859113525,-0.85939073775,-1.293652607,-0.96993091925,-1.074020266,-1.27813183625,-1.02370173175,-1.42012892125,-1.04689227325,-1.3943238845,-1.067779315,-0.99090244775,-0.624385422,-1.01055194025,-0.83147325025,-1.20323292725,-0.7786242735,-1.31874416275,-1.3600030035,-1.18772163375,-0.4633480085,-1.37833115175,-0.95396923225,-0.950368392,-0.81076466225,-1.2347364525,-1.23019977125,-1.1887721,-0.8711613305,-0.73076139425,-1.17771925575,-1.208210975,-1.20350690675,-1.24062626875,-1.139699126,-0.8617528935,-1.20399095225,-0.7838922265,-0.6584957765,-0.9058077295,-1.304039167,-1.18547508325,-1.137572428,-0.7930160655,-0.93331265425,-0.37306533075,-0.83348357275,-0.5754771485,-1.582814487,-0.84581388875,-1.34124984125,-1.2554467665,-1.21180634425,-1.41862775875,-1.467903331,-0.85893799725,-0.979052718,-0.96157455625,-1.4381344535,-0.8777364835,-1.687755576,-0.96232886425,-0.652100953,-1.282569267,-1.07967309275,-1.04333938825,-1.43445747525,-1.6438184285,-0.8817363455,-0.67486209425,-1.1845702865,-0.65374252625,-1.39664124825,-0.87159333325,-1.06986807275,-1.12441745525,-0.575833324,-0.87855998225,-0.90740556025,-0.85875372475,-1.0447989545,-1.26852780325,-0.2415170925,-1.35857880325,-0.622497576,-0.61841420875,-0.75330730225,-0.920700603,-0.53497687325,-1.2709422625,-1.1526919285,-1.33793246725,-1.1608395955,-0.77337753925,-1.54203373875,-1.167592082,-1.27772391275,-1.485890631,-1.4094207855,-0.8917240425,-0.88591981725,-0.70610168525,-0.60942091275,-1.49628160625,-1.693555139,-0.151820206,-0.9871948695,-0.81019007825,-1.14401064425,-1.5543981275,-0.75454360325,-0.9969564445,-1.081748735,-1.22203757525,-1.1595030995,-0.4368915775,-1.26738442575,-1.01583850225,-1.3037304805,-0.684436578,-1.0535220045,-1.070937211,-1.539925248,-1.67208633025,-1.1914555445,-1.5832866235,-1.203104848,-1.06035202325,-0.68618377025,-0.728734568,-1.21324680825,-1.3867565405,-0.724724002,-1.16033515125,-1.20557625875,-1.446599501,-1.36258873375,-1.23810647775,-1.235117912,-1.152237649,-1.13122201775,-0.86742485025,-0.73064293225,-1.57892252225,-0.83095524825,-1.581929634,-1.46653269025,-0.64712332925,-1.435994762
"AKT1",-0.3767929005,-0.707391956916667,0.926229204416667,1.56448088016667,1.10522417183333,1.077191032,-0.379466175583333,1.21796154833333,1.258623606,1.42179234558333,0.74890812725,0.619241104916667,-0.764995469916667,0.00991033041666665,0.301161166916667,0.235468362666667,0.72746030975,0.256606421,0.0861520050833333,-0.0905048140833333,0.42799205775,-0.35955375225,0.914819159166667,0.470510877666667,1.02211355858333,-0.388983533333333,-0.27425704825,-0.493160875916667,-0.183384136583333,-1.4787120805,-0.0757684194166667,-1.2065428625,0.77188127625,0.2878000545,-1.42488297008333,-0.81635378625,-0.761614346,-0.954346949583333,-0.7162875935,0.761862683083333,-1.35227844066667,1.1831492875,0.73278167375,-0.432966956083333,1.22650222233333,-0.37573518275,0.299852397916667,1.13272307533333,0.962412728166667,-1.24388683525,1.07239056883333,1.00018776983333,-0.827126816833333,0.260818651,0.77926726175,-0.135451389666667,0.252083195166667,0.288187288083333,1.44980772491667,-0.330661836416667,1.12135938183333,-0.672325785,0.35035850325,-0.14242305325,-0.524906366833333,0.208804799416667,1.16438726025,0.916686600333333,-1.63797180291667,0.531747300666667,0.685024417416667,-0.380739065833333,0.125683812166667,0.380415743333333,-0.0620892945833333,0.766234138333333,0.490210342,0.225374119916667,1.10391909875,-0.532584402583333,0.120957538833333,1.3670877945,0.983724713416667,-0.754639632166667,1.02433714908333,0.67489611975,1.36993832141667,0.557499554916667,0.17103908875,0.994151342,-0.269202120916667,1.27023273675,0.0464479815833333,-0.430961595833333,0.451615015083333,1.4474315355,0.50399663675,0.414851651333333,1.29944016358333,-0.04607386625,0.350723747333333,0.763962018416667,0.290000567833333,1.3903077705,0.63593401575,0.0963354115,0.51899122275,-0.00685501474999999,-0.109087103666667,0.73816941825,0.0783826996666667,1.16755013716667,0.947139684833333,0.94910004475,0.493932453416667,0.32570070925,-0.33174068425,0.248402557666667,-0.180787982666667,0.7366706955,1.46670321308333,0.25493647575,0.0465041511666667,0.539132110416667,-0.100231632833333,1.28684601033333,-0.68351473625,0.266957570166667,1.30427452283333,0.99728807125,0.224222258416667,0.215586417833333,0.334212699,1.6376153045,0.508367499666667,0.692790523666667,-0.612863632916667,0.3918958595,-0.956000467833333,0.212366277333333,-0.42235358325,1.40350893741667,1.46633978166667,0.0950183000833334,1.10390878716667,-0.540487970666667,0.486467556083333,0.41869526325,-0.497155085666667,0.72259144525,0.24827724625,0.231680141333333,1.21176098,-0.57495538675,1.02679997741667,0.886503110416667,-1.22731410625,0.476205771416667,-0.220633215,-0.00407708091666669,0.561310682416667,-1.53630278266667
